Date,Time,Irradiation_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2025-04-15,14:30,992,40.1,42.6,77.76,1.49,62.2,1.25,78.0,0.67
2025-04-15,15:00,993,40.1,42.6,77.75,1.49,62.2,1.25,78.0,0.67
2025-04-15,15:30,869,40.1,42.3,77.85,1.31,62.28,1.09,68.0,0.67
2025-04-15,16:00,728,40.1,41.9,77.96,1.09,62.37,0.92,57.0,0.67
2025-04-15,16:30,599,40.1,41.6,78.07,0.9,62.45,0.75,47.0,0.67
2025-04-15,17:00,509,40.1,41.4,78.14,0.76,62.51,0.64,40.0,0.67
2025-04-15,17:30,331,40.1,40.9,78.28,0.5,62.62,0.42,26.0,0.67
2025-04-15,18:00,250,40.1,40.7,78.34,0.37,62.67,0.31,20.0,0.67
2025-04-15,18:30,250,40.1,40.7,78.34,0.37,62.67,0.31,20.0,0.67
2025-04-16,08:30,250,32.4,33.1,80.77,0.37,64.62,0.31,20.0,0.67
2025-04-16,09:00,250,32.4,33.1,80.77,0.37,64.62,0.31,20.0,0.67
2025-04-16,09:30,319,32.4,33.2,80.72,0.48,64.57,0.4,26.0,0.67
2025-04-16,10:00,496,32.4,33.7,80.58,0.74,64.46,0.62,40.0,0.67
2025-04-16,10:30,690,32.4,34.2,80.42,1.03,64.34,0.86,55.0,0.67
2025-04-16,11:00,783,32.4,34.4,80.35,1.17,64.28,0.98,63.0,0.67
2025-04-16,11:30,944,32.4,34.8,80.22,1.41,64.18,1.18,76.0,0.67
2025-04-16,12:00,994,32.4,34.9,80.18,1.48,64.15,1.24,80.0,0.67
2025-04-16,12:30,1052,32.4,35.1,80.14,1.57,64.11,1.31,84.0,0.67
2025-04-16,13:00,1084,32.4,35.2,80.11,1.62,64.09,1.35,87.0,0.67
2025-04-16,13:30,1132,32.4,35.3,80.07,1.69,64.06,1.41,91.0,0.67
2025-04-16,14:00,1113,32.4,35.2,80.09,1.66,64.07,1.39,89.0,0.67
2025-04-16,14:30,1087,32.4,35.2,80.11,1.62,64.09,1.36,87.0,0.67
2025-04-16,15:00,1000,32.4,34.9,80.18,1.49,64.14,1.25,80.0,0.67
2025-04-16,15:30,887,32.4,34.7,80.27,1.32,64.21,1.11,71.0,0.67
2025-04-16,16:00,795,32.4,34.4,80.34,1.18,64.27,0.99,64.0,0.67
2025-04-16,16:30,686,32.4,34.2,80.43,1.02,64.34,0.86,55.0,0.67
2025-04-16,17:00,536,32.4,33.8,80.55,0.8,64.44,0.67,43.0,0.67
2025-04-16,17:30,386,32.4,33.4,80.67,0.57,64.53,0.48,31.0,0.67
2025-04-16,18:00,250,32.4,33.1,80.77,0.37,64.62,0.31,20.0,0.67
2025-04-16,18:30,250,32.4,33.1,80.77,0.37,64.62,0.31,20.0,0.67
2025-04-17,08:30,250,41.3,41.9,77.96,0.38,62.37,0.31,20.0,0.67
2025-04-17,09:00,250,41.3,41.9,77.96,0.38,62.37,0.31,20.0,0.67
2025-04-17,09:30,330,41.3,42.1,77.9,0.5,62.32,0.42,26.0,0.67
2025-04-17,10:00,456,41.3,42.5,77.8,0.69,62.24,0.57,36.0,0.67
2025-04-17,10:30,600,41.3,42.8,77.69,0.9,62.15,0.76,47.0,0.67
2025-04-17,11:00,783,41.3,43.3,77.54,1.18,62.03,0.99,61.0,0.67
2025-04-17,11:30,856,41.3,43.5,77.48,1.29,61.99,1.08,67.0,0.67
2025-04-17,12:00,968,41.3,43.7,77.39,1.46,61.92,1.22,76.0,0.67
2025-04-17,12:30,1017,41.3,43.9,77.36,1.53,61.88,1.28,79.0,0.67
2025-04-17,13:00,1051,41.3,43.9,77.33,1.58,61.86,1.32,82.0,0.67
2025-04-17,13:30,1055,41.3,44.0,77.33,1.59,61.86,1.33,82.0,0.67
2025-04-17,14:00,1061,41.3,44.0,77.32,1.6,61.86,1.34,83.0,0.67
2025-04-17,14:30,984,41.3,43.8,77.38,1.48,61.9,1.24,77.0,0.67
2025-04-17,15:00,918,41.3,43.6,77.43,1.38,61.95,1.16,72.0,0.67
2025-04-17,15:30,835,41.3,43.4,77.5,1.26,62.0,1.05,65.0,0.67
2025-04-17,16:00,716,41.3,43.1,77.59,1.08,62.08,0.9,56.0,0.67
2025-04-17,16:30,653,41.3,43.0,77.64,0.98,62.11,0.82,51.0,0.67
2025-04-17,17:00,471,41.3,42.5,77.79,0.71,62.23,0.59,37.0,0.67
2025-04-17,17:30,340,41.3,42.2,77.89,0.51,62.31,0.43,27.0,0.67
2025-04-17,18:00,250,41.3,41.9,77.96,0.38,62.37,0.31,20.0,0.67
2025-04-17,18:30,250,41.3,41.9,77.96,0.38,62.37,0.31,20.0,0.67
2025-04-18,08:30,250,34.4,35.0,80.17,0.37,64.13,0.31,20.0,0.67
2025-04-18,09:00,250,34.4,35.0,80.17,0.37,64.13,0.31,20.0,0.67
2025-04-18,09:30,356,34.4,35.3,80.08,0.53,64.07,0.45,29.0,0.67
2025-04-18,10:00,523,34.4,35.7,79.95,0.78,63.96,0.65,42.0,0.67
2025-04-18,10:30,684,34.4,36.1,79.82,1.02,63.86,0.86,55.0,0.67
2025-04-18,11:00,819,34.4,36.4,79.72,1.22,63.77,1.02,65.0,0.67
2025-04-18,11:30,882,34.4,36.6,79.67,1.32,63.73,1.1,70.0,0.67
2025-04-18,12:00,998,34.4,36.9,79.57,1.49,63.66,1.25,80.0,0.67
2025-04-18,12:30,1076,34.4,37.1,79.51,1.61,63.61,1.35,86.0,0.67
2025-04-18,13:00,1152,34.4,37.2,79.45,1.72,63.56,1.44,92.0,0.67
2025-04-18,13:30,1149,34.4,37.2,79.45,1.72,63.56,1.44,91.0,0.67
2025-04-18,14:00,1124,34.4,37.2,79.47,1.68,63.58,1.41,89.0,0.67
2025-04-18,14:30,1045,34.4,37.0,79.54,1.56,63.63,1.31,83.0,0.67
2025-04-18,15:00,1029,34.4,36.9,79.55,1.54,63.64,1.29,82.0,0.67
2025-04-18,15:30,910,34.4,36.6,79.64,1.36,63.72,1.14,73.0,0.67
2025-04-18,16:00,804,34.4,36.4,79.73,1.2,63.78,1.01,64.0,0.67
2025-04-18,16:30,699,34.4,36.1,79.81,1.04,63.85,0.87,56.0,0.67
2025-04-18,17:00,503,34.4,35.6,79.97,0.75,63.97,0.63,40.0,0.67
2025-04-18,17:30,311,34.4,35.1,80.12,0.47,64.09,0.39,25.0,0.67
2025-04-18,18:00,250,34.4,35.0,80.17,0.37,64.13,0.31,20.0,0.67
2025-04-18,18:30,250,34.4,35.0,80.17,0.37,64.13,0.31,20.0,0.67
2025-04-19,08:30,250,35.8,36.5,79.7,0.37,63.76,0.31,20.0,0.67
2025-04-19,09:00,250,35.8,36.5,79.7,0.37,63.76,0.31,20.0,0.67
2025-04-19,09:30,319,35.8,36.6,79.64,0.48,63.71,0.4,25.0,0.67
2025-04-19,10:00,487,35.8,37.1,79.51,0.73,63.61,0.61,39.0,0.67
2025-04-19,10:30,665,35.8,37.5,79.37,0.99,63.5,0.83,53.0,0.67
2025-04-19,11:00,792,35.8,37.8,79.27,1.18,63.41,0.99,63.0,0.67
2025-04-19,11:30,874,35.8,38.0,79.2,1.31,63.36,1.09,69.0,0.67
2025-04-19,12:00,986,35.8,38.3,79.11,1.47,63.29,1.24,78.0,0.67
2025-04-19,12:30,1039,35.8,38.4,79.07,1.55,63.26,1.3,82.0,0.67
2025-04-19,13:00,1107,35.8,38.6,79.02,1.66,63.21,1.39,88.0,0.67
2025-04-19,13:30,1082,35.8,38.5,79.04,1.62,63.23,1.36,86.0,0.67
2025-04-19,14:00,1045,35.8,38.5,79.07,1.56,63.25,1.31,83.0,0.67
2025-04-19,14:30,1038,35.8,38.4,79.07,1.55,63.26,1.3,82.0,0.67
2025-04-19,15:00,981,35.8,38.3,79.12,1.47,63.29,1.23,78.0,0.67
2025-04-19,15:30,883,35.8,38.0,79.2,1.32,63.36,1.11,70.0,0.67
2025-04-19,16:00,749,35.8,37.7,79.3,1.12,63.44,0.94,60.0,0.67
2025-04-19,16:30,642,35.8,37.4,79.39,0.96,63.51,0.8,51.0,0.67
2025-04-19,17:00,532,35.8,37.2,79.47,0.8,63.58,0.67,42.0,0.67
2025-04-19,17:30,337,35.8,36.7,79.63,0.5,63.7,0.42,27.0,0.67
2025-04-19,18:00,250,35.8,36.5,79.7,0.37,63.76,0.31,20.0,0.67
2025-04-19,18:30,250,35.8,36.5,79.7,0.37,63.76,0.31,20.0,0.67
2025-04-20,08:30,250,34.3,34.9,80.2,0.37,64.16,0.31,20.0,0.67
2025-04-20,09:00,250,34.3,34.9,80.2,0.37,64.16,0.31,20.0,0.67
2025-04-20,09:30,339,34.3,35.1,80.13,0.51,64.1,0.42,27.0,0.67
2025-04-20,10:00,504,34.3,35.5,79.99,0.75,64.0,0.63,40.0,0.67
2025-04-20,10:30,627,34.3,35.8,79.9,0.94,63.92,0.78,50.0,0.67
2025-04-20,11:00,707,34.3,36.0,79.83,1.06,63.87,0.88,56.0,0.67
2025-04-20,11:30,827,34.3,36.3,79.74,1.24,63.79,1.03,66.0,0.67
2025-04-20,12:00,918,34.3,36.6,79.67,1.37,63.73,1.15,73.0,0.67
2025-04-20,12:30,1012,34.3,36.8,79.59,1.51,63.67,1.27,81.0,0.67
2025-04-20,13:00,1003,34.3,36.8,79.6,1.5,63.68,1.25,80.0,0.67
2025-04-20,13:30,1062,34.3,36.9,79.55,1.59,63.64,1.33,85.0,0.67
2025-04-20,14:00,1040,34.3,36.9,79.57,1.55,63.66,1.3,83.0,0.67
2025-04-20,14:30,964,34.3,36.7,79.63,1.44,63.7,1.21,77.0,0.67
2025-04-20,15:00,951,34.3,36.6,79.64,1.42,63.71,1.19,76.0,0.67
2025-04-20,15:30,860,34.3,36.4,79.71,1.28,63.77,1.08,69.0,0.67
2025-04-20,16:00,719,34.3,36.1,79.82,1.07,63.86,0.9,57.0,0.67
2025-04-20,16:30,602,34.3,35.8,79.92,0.9,63.93,0.75,48.0,0.67
2025-04-20,17:00,484,34.3,35.5,80.01,0.72,64.01,0.61,39.0,0.67
2025-04-20,17:30,296,34.3,35.0,80.16,0.44,64.13,0.37,24.0,0.67
2025-04-20,18:00,250,34.3,34.9,80.2,0.37,64.16,0.31,20.0,0.67
2025-04-20,18:30,250,34.3,34.9,80.2,0.37,64.16,0.31,20.0,0.67
2025-04-21,08:30,250,34.2,34.8,80.21,0.37,64.17,0.31,20.0,0.67
2025-04-21,09:00,250,34.2,34.8,80.21,0.37,64.17,0.31,20.0,0.67
2025-04-21,09:30,293,34.2,34.9,80.18,0.44,64.14,0.37,24.0,0.67
2025-04-21,10:00,439,34.2,35.3,80.06,0.65,64.05,0.55,35.0,0.67
2025-04-21,10:30,654,34.2,35.8,79.89,0.98,63.91,0.82,52.0,0.67
2025-04-21,11:00,779,34.2,36.2,79.79,1.16,63.83,0.97,62.0,0.67
2025-04-21,11:30,887,34.2,36.4,79.71,1.33,63.77,1.11,71.0,0.67
2025-04-21,12:00,936,34.2,36.6,79.67,1.4,63.74,1.17,75.0,0.67
2025-04-21,12:30,1029,34.2,36.8,79.6,1.54,63.68,1.29,82.0,0.67
2025-04-21,13:00,1045,34.2,36.8,79.58,1.56,63.67,1.31,83.0,0.67
2025-04-21,13:30,1057,34.2,36.9,79.57,1.58,63.66,1.32,84.0,0.67
2025-04-21,14:00,1010,34.2,36.7,79.61,1.51,63.69,1.26,81.0,0.67
2025-04-21,14:30,1025,34.2,36.8,79.6,1.53,63.68,1.28,82.0,0.67
2025-04-21,15:00,928,34.2,36.5,79.68,1.39,63.74,1.16,74.0,0.67
2025-04-21,15:30,884,34.2,36.4,79.71,1.32,63.77,1.11,70.0,0.67
2025-04-21,16:00,759,34.2,36.1,79.81,1.13,63.85,0.95,61.0,0.67
2025-04-21,16:30,619,34.2,35.8,79.92,0.92,63.94,0.77,49.0,0.67
2025-04-21,17:00,482,34.2,35.4,80.03,0.72,64.02,0.6,39.0,0.67
2025-04-21,17:30,352,34.2,35.1,80.13,0.53,64.11,0.44,28.0,0.67
2025-04-21,18:00,250,34.2,34.8,80.21,0.37,64.17,0.31,20.0,0.67
2025-04-21,18:30,250,34.2,34.8,80.21,0.37,64.17,0.31,20.0,0.67
2025-04-22,08:30,250,37.2,37.8,79.27,0.37,63.42,0.31,20.0,0.67
2025-04-22,09:00,250,37.2,37.8,79.27,0.37,63.42,0.31,20.0,0.67
2025-04-22,09:30,342,37.2,38.0,79.2,0.51,63.36,0.43,27.0,0.67
2025-04-22,10:00,483,37.2,38.4,79.09,0.72,63.27,0.61,38.0,0.67
2025-04-22,10:30,638,37.2,38.8,78.97,0.95,63.17,0.8,51.0,0.67
2025-04-22,11:00,800,37.2,39.2,78.84,1.2,63.07,1.0,63.0,0.67
2025-04-22,11:30,940,37.2,39.5,78.73,1.41,62.98,1.18,74.0,0.67
2025-04-22,12:00,1002,37.2,39.7,78.68,1.5,62.94,1.26,79.0,0.67
2025-04-22,12:30,1058,37.2,39.8,78.64,1.58,62.91,1.33,84.0,0.67
2025-04-22,13:00,1140,37.2,40.0,78.57,1.71,62.86,1.43,90.0,0.67
2025-04-22,13:30,1180,37.2,40.1,78.54,1.77,62.83,1.48,93.0,0.67
2025-04-22,14:00,1163,37.2,40.1,78.55,1.74,62.84,1.46,92.0,0.67
2025-04-22,14:30,1053,37.2,39.8,78.64,1.58,62.91,1.32,83.0,0.67
2025-04-22,15:00,1030,37.2,39.8,78.66,1.54,62.93,1.29,81.0,0.67
2025-04-22,15:30,905,37.2,39.4,78.76,1.36,63.0,1.14,72.0,0.67
2025-04-22,16:00,794,37.2,39.2,78.84,1.19,63.08,1.0,63.0,0.67
2025-04-22,16:30,646,37.2,38.8,78.96,0.97,63.17,0.81,51.0,0.67
2025-04-22,17:00,508,37.2,38.4,79.07,0.76,63.26,0.64,40.0,0.67
2025-04-22,17:30,337,37.2,38.0,79.21,0.51,63.36,0.42,27.0,0.67
2025-04-22,18:00,250,37.2,37.8,79.27,0.37,63.42,0.31,20.0,0.67
2025-04-22,18:30,250,37.2,37.8,79.27,0.37,63.42,0.31,20.0,0.67
2025-04-23,08:30,250,37.1,37.7,79.29,0.37,63.43,0.31,20.0,0.67
2025-04-23,09:00,250,37.1,37.7,79.29,0.37,63.43,0.31,20.0,0.67
2025-04-23,09:30,314,37.1,37.9,79.24,0.47,63.39,0.39,25.0,0.67
2025-04-23,10:00,523,37.1,38.4,79.08,0.78,63.26,0.66,41.0,0.67
2025-04-23,10:30,626,37.1,38.7,78.99,0.94,63.2,0.79,50.0,0.67
2025-04-23,11:00,742,37.1,39.0,78.9,1.11,63.12,0.93,59.0,0.67
2025-04-23,11:30,878,37.1,39.3,78.79,1.32,63.04,1.1,69.0,0.67
2025-04-23,12:00,991,37.1,39.6,78.71,1.48,62.96,1.24,78.0,0.67
2025-04-23,12:30,1053,37.1,39.8,78.66,1.58,62.92,1.32,83.0,0.67
2025-04-23,13:00,1106,37.1,39.9,78.61,1.66,62.89,1.39,87.0,0.67
2025-04-23,13:30,1050,37.1,39.7,78.66,1.57,62.93,1.32,83.0,0.67
2025-04-23,14:00,1089,37.1,39.8,78.63,1.63,62.9,1.37,86.0,0.67
2025-04-23,14:30,1065,37.1,39.8,78.65,1.6,62.92,1.34,84.0,0.67
2025-04-23,15:00,989,37.1,39.6,78.71,1.48,62.97,1.24,78.0,0.67
2025-04-23,15:30,882,37.1,39.3,78.79,1.32,63.03,1.11,70.0,0.67
2025-04-23,16:00,737,37.1,39.0,78.91,1.1,63.13,0.92,58.0,0.67
2025-04-23,16:30,630,37.1,38.7,78.99,0.94,63.19,0.79,50.0,0.67
2025-04-23,17:00,471,37.1,38.3,79.12,0.71,63.29,0.59,37.0,0.67
2025-04-23,17:30,334,37.1,38.0,79.23,0.5,63.38,0.42,27.0,0.67
2025-04-23,18:00,250,37.1,37.7,79.29,0.37,63.43,0.31,20.0,0.67
2025-04-23,18:30,250,37.1,37.7,79.29,0.37,63.43,0.31,20.0,0.67
2025-04-24,08:30,250,32.0,32.6,80.91,0.37,64.73,0.31,20.0,0.67
2025-04-24,09:00,250,32.0,32.6,80.91,0.37,64.73,0.31,20.0,0.67
2025-04-24,09:30,378,32.0,33.0,80.81,0.56,64.65,0.47,30.0,0.67
2025-04-24,10:00,541,32.0,33.4,80.68,0.81,64.54,0.68,44.0,0.67
2025-04-24,10:30,648,32.0,33.6,80.6,0.97,64.48,0.81,52.0,0.67
2025-04-24,11:00,782,32.0,34.0,80.49,1.16,64.39,0.98,63.0,0.67
2025-04-24,11:30,944,32.0,34.4,80.36,1.41,64.29,1.18,76.0,0.67
2025-04-24,12:00,1057,32.0,34.7,80.27,1.58,64.22,1.32,85.0,0.67
2025-04-24,12:30,1060,32.0,34.7,80.27,1.58,64.22,1.32,85.0,0.67
2025-04-24,13:00,1105,32.0,34.8,80.23,1.65,64.19,1.38,89.0,0.67
2025-04-24,13:30,1121,32.0,34.8,80.22,1.67,64.18,1.4,90.0,0.67
2025-04-24,14:00,1140,32.0,34.9,80.21,1.7,64.16,1.42,91.0,0.67
2025-04-24,14:30,1056,32.0,34.6,80.27,1.57,64.22,1.32,85.0,0.67
2025-04-24,15:00,1000,32.0,34.5,80.32,1.49,64.25,1.25,80.0,0.67
2025-04-24,15:30,916,32.0,34.3,80.38,1.37,64.31,1.14,74.0,0.67
2025-04-24,16:00,810,32.0,34.0,80.47,1.21,64.37,1.01,65.0,0.67
2025-04-24,16:30,640,32.0,33.6,80.6,0.95,64.48,0.8,52.0,0.67
2025-04-24,17:00,526,32.0,33.3,80.69,0.78,64.55,0.66,42.0,0.67
2025-04-24,17:30,364,32.0,32.9,80.82,0.54,64.66,0.45,29.0,0.67
2025-04-24,18:00,250,32.0,32.6,80.91,0.37,64.73,0.31,20.0,0.67
2025-04-24,18:30,250,32.0,32.6,80.91,0.37,64.73,0.31,20.0,0.67
2025-04-25,08:30,250,39.3,40.0,78.59,0.37,62.87,0.31,20.0,0.67
2025-04-25,09:00,250,39.3,40.0,78.59,0.37,62.87,0.31,20.0,0.67
2025-04-25,09:30,321,39.3,40.2,78.53,0.48,62.82,0.4,25.0,0.67
2025-04-25,10:00,523,39.3,40.7,78.37,0.78,62.7,0.66,41.0,0.67
2025-04-25,10:30,619,39.3,40.9,78.3,0.93,62.64,0.78,49.0,0.67
2025-04-25,11:00,770,39.3,41.3,78.18,1.16,62.54,0.97,61.0,0.67
2025-04-25,11:30,924,39.3,41.7,78.05,1.39,62.44,1.16,73.0,0.67
2025-04-25,12:00,976,39.3,41.8,78.01,1.47,62.41,1.23,77.0,0.67
2025-04-25,12:30,1033,39.3,41.9,77.97,1.55,62.37,1.3,81.0,0.67
2025-04-25,13:00,1081,39.3,42.0,77.93,1.62,62.34,1.36,85.0,0.67
2025-04-25,13:30,1104,39.3,42.1,77.91,1.66,62.33,1.39,87.0,0.67
2025-04-25,14:00,1059,39.3,42.0,77.95,1.59,62.36,1.33,83.0,0.67
2025-04-25,14:30,1092,39.3,42.1,77.92,1.64,62.34,1.37,86.0,0.67
2025-04-25,15:00,1005,39.3,41.9,77.99,1.51,62.39,1.26,79.0,0.67
2025-04-25,15:30,924,39.3,41.7,78.05,1.39,62.44,1.16,73.0,0.67
2025-04-25,16:00,819,39.3,41.4,78.14,1.23,62.51,1.03,64.0,0.67
2025-04-25,16:30,671,39.3,41.0,78.25,1.01,62.6,0.84,53.0,0.67
2025-04-25,17:00,491,39.3,40.6,78.4,0.74,62.72,0.62,39.0,0.67
2025-04-25,17:30,309,39.3,40.1,78.54,0.46,62.83,0.39,24.0,0.67
2025-04-25,18:00,250,39.3,40.0,78.59,0.37,62.87,0.31,20.0,0.67
2025-04-25,18:30,250,39.3,40.0,78.59,0.37,62.87,0.31,20.0,0.67
2025-04-26,08:30,250,41.3,41.9,77.96,0.38,62.37,0.31,20.0,0.67
2025-04-26,09:00,250,41.3,41.9,77.96,0.38,62.37,0.31,20.0,0.67
2025-04-26,09:30,347,41.3,42.2,77.89,0.52,62.31,0.44,27.0,0.67
2025-04-26,10:00,504,41.3,42.6,77.76,0.76,62.21,0.63,39.0,0.67
2025-04-26,10:30,665,41.3,43.0,77.64,1.0,62.11,0.84,52.0,0.67
2025-04-26,11:00,795,41.3,43.3,77.53,1.2,62.03,1.0,62.0,0.67
2025-04-26,11:30,848,41.3,43.4,77.49,1.27,61.99,1.07,66.0,0.67
2025-04-26,12:00,950,41.3,43.7,77.41,1.43,61.93,1.2,74.0,0.67
2025-04-26,12:30,1015,41.3,43.9,77.36,1.53,61.89,1.28,79.0,0.67
2025-04-26,13:00,1069,41.3,44.0,77.32,1.61,61.85,1.35,83.0,0.67
2025-04-26,13:30,1055,41.3,44.0,77.33,1.59,61.86,1.33,82.0,0.67
2025-04-26,14:00,1037,41.3,43.9,77.34,1.56,61.87,1.31,81.0,0.67
2025-04-26,14:30,1067,41.3,44.0,77.32,1.6,61.85,1.34,83.0,0.67
2025-04-26,15:00,992,41.3,43.8,77.38,1.49,61.9,1.25,77.0,0.67
2025-04-26,15:30,893,41.3,43.5,77.45,1.34,61.96,1.13,70.0,0.67
2025-04-26,16:00,781,41.3,43.3,77.54,1.18,62.03,0.98,61.0,0.67
2025-04-26,16:30,671,41.3,43.0,77.63,1.01,62.1,0.85,52.0,0.67
2025-04-26,17:00,478,41.3,42.5,77.78,0.72,62.23,0.6,37.0,0.67
2025-04-26,17:30,333,41.3,42.1,77.9,0.5,62.32,0.42,26.0,0.67
2025-04-26,18:00,250,41.3,41.9,77.96,0.38,62.37,0.31,20.0,0.67
2025-04-26,18:30,250,41.3,41.9,77.96,0.38,62.37,0.31,20.0,0.67
2025-04-27,08:30,250,33.0,33.6,80.6,0.37,64.48,0.31,20.0,0.67
2025-04-27,09:00,250,33.0,33.6,80.6,0.37,64.48,0.31,20.0,0.67
2025-04-27,09:30,310,33.0,33.8,80.55,0.46,64.44,0.39,25.0,0.67
2025-04-27,10:00,474,33.0,34.2,80.42,0.71,64.34,0.59,38.0,0.67
2025-04-27,10:30,632,33.0,34.6,80.3,0.94,64.24,0.79,51.0,0.67
2025-04-27,11:00,763,33.0,34.9,80.2,1.14,64.16,0.95,61.0,0.67
2025-04-27,11:30,835,33.0,35.1,80.14,1.25,64.11,1.04,67.0,0.67
2025-04-27,12:00,968,33.0,35.4,80.03,1.44,64.03,1.21,77.0,0.67
2025-04-27,12:30,1031,33.0,35.6,79.98,1.54,63.99,1.29,82.0,0.67
2025-04-27,13:00,1044,33.0,35.6,79.97,1.56,63.98,1.3,83.0,0.67
2025-04-27,13:30,1082,33.0,35.7,79.94,1.61,63.95,1.35,86.0,0.67
2025-04-27,14:00,1068,33.0,35.7,79.95,1.59,63.96,1.34,85.0,0.67
2025-04-27,14:30,992,33.0,35.5,80.01,1.48,64.01,1.24,79.0,0.67
2025-04-27,15:00,972,33.0,35.4,80.03,1.45,64.02,1.21,78.0,0.67
2025-04-27,15:30,857,33.0,35.1,80.12,1.28,64.1,1.07,69.0,0.67
2025-04-27,16:00,755,33.0,34.9,80.2,1.13,64.16,0.94,61.0,0.67
2025-04-27,16:30,617,33.0,34.5,80.31,0.92,64.25,0.77,50.0,0.67
2025-04-27,17:00,500,33.0,34.2,80.4,0.75,64.32,0.63,40.0,0.67
2025-04-27,17:30,344,33.0,33.8,80.53,0.51,64.42,0.43,28.0,0.67
2025-04-27,18:00,250,33.0,33.6,80.6,0.37,64.48,0.31,20.0,0.67
2025-04-27,18:30,250,33.0,33.6,80.6,0.37,64.48,0.31,20.0,0.67
2025-04-28,08:30,250,39.6,40.2,78.52,0.37,62.82,0.31,20.0,0.67
2025-04-28,09:00,250,39.6,40.2,78.52,0.37,62.82,0.31,20.0,0.67
2025-04-28,09:30,339,39.6,40.4,78.45,0.51,62.76,0.43,27.0,0.67
2025-04-28,10:00,476,39.6,40.8,78.34,0.71,62.67,0.6,37.0,0.67
2025-04-28,10:30,661,39.6,41.2,78.19,0.99,62.56,0.83,52.0,0.67
2025-04-28,11:00,729,39.6,41.4,78.14,1.09,62.51,0.92,57.0,0.67
2025-04-28,11:30,895,39.6,41.8,78.01,1.34,62.41,1.13,70.0,0.67
2025-04-28,12:00,926,39.6,41.9,77.98,1.39,62.39,1.16,73.0,0.67
2025-04-28,12:30,1018,39.6,42.1,77.91,1.53,62.33,1.28,80.0,0.67
2025-04-28,13:00,1034,39.6,42.1,77.9,1.55,62.32,1.3,81.0,0.67
2025-04-28,13:30,1094,39.6,42.3,77.85,1.64,62.28,1.38,86.0,0.67
2025-04-28,14:00,1059,39.6,42.2,77.88,1.59,62.3,1.33,83.0,0.67
2025-04-28,14:30,1042,39.6,42.2,77.89,1.57,62.31,1.31,82.0,0.67
2025-04-28,15:00,924,39.6,41.9,77.99,1.39,62.39,1.16,72.0,0.67
2025-04-28,15:30,880,39.6,41.8,78.02,1.32,62.42,1.11,69.0,0.67
2025-04-28,16:00,729,39.6,41.4,78.14,1.09,62.51,0.92,57.0,0.67
2025-04-28,16:30,595,39.6,41.0,78.25,0.89,62.6,0.75,47.0,0.67
2025-04-28,17:00,520,39.6,40.9,78.31,0.78,62.64,0.65,41.0,0.67
2025-04-28,17:30,303,39.6,40.3,78.48,0.45,62.78,0.38,24.0,0.67
2025-04-28,18:00,250,39.6,40.2,78.52,0.37,62.82,0.31,20.0,0.67
2025-04-28,18:30,250,39.6,40.2,78.52,0.37,62.82,0.31,20.0,0.67
2025-04-29,08:30,250,40.8,41.5,78.11,0.38,62.49,0.31,20.0,0.67
2025-04-29,09:00,250,40.8,41.5,78.11,0.38,62.49,0.31,20.0,0.67
2025-04-29,09:30,309,40.8,41.6,78.06,0.47,62.45,0.39,24.0,0.67
2025-04-29,10:00,534,40.8,42.2,77.89,0.8,62.31,0.67,42.0,0.67
2025-04-29,10:30,663,40.8,42.5,77.79,1.0,62.23,0.83,52.0,0.67
2025-04-29,11:00,784,40.8,42.8,77.69,1.18,62.15,0.99,61.0,0.67
2025-04-29,11:30,862,40.8,43.0,77.63,1.3,62.1,1.09,67.0,0.67
2025-04-29,12:00,993,40.8,43.3,77.52,1.49,62.02,1.25,78.0,0.67
2025-04-29,12:30,1032,40.8,43.4,77.49,1.55,61.99,1.3,81.0,0.67
2025-04-29,13:00,1080,40.8,43.5,77.45,1.62,61.96,1.36,84.0,0.67
2025-04-29,13:30,1110,40.8,43.6,77.43,1.67,61.94,1.4,87.0,0.67
2025-04-29,14:00,1067,40.8,43.5,77.46,1.6,61.97,1.34,83.0,0.67
2025-04-29,14:30,1015,40.8,43.4,77.51,1.53,62.01,1.28,79.0,0.67
2025-04-29,15:00,1003,40.8,43.4,77.52,1.51,62.01,1.26,78.0,0.67
2025-04-29,15:30,866,40.8,43.0,77.62,1.3,62.1,1.09,68.0,0.67
2025-04-29,16:00,772,40.8,42.8,77.7,1.16,62.16,0.97,60.0,0.67
2025-04-29,16:30,605,40.8,42.4,77.83,0.91,62.26,0.76,47.0,0.67
2025-04-29,17:00,516,40.8,42.1,77.9,0.78,62.32,0.65,40.0,0.67
2025-04-29,17:30,305,40.8,41.6,78.07,0.46,62.45,0.38,24.0,0.67
2025-04-29,18:00,250,40.8,41.5,78.11,0.38,62.49,0.31,20.0,0.67
2025-04-29,18:30,250,40.8,41.5,78.11,0.38,62.49,0.31,20.0,0.67
2025-04-30,08:30,250,40.2,40.9,78.31,0.37,62.65,0.31,20.0,0.67
2025-04-30,09:00,250,40.2,40.9,78.31,0.37,62.65,0.31,20.0,0.67
2025-04-30,09:30,317,40.2,41.0,78.25,0.48,62.6,0.4,25.0,0.67
2025-04-30,10:00,459,40.2,41.4,78.14,0.69,62.51,0.58,36.0,0.67
